"","state","state_code","state_name","county_code","county"
"2795","UT","49","Utah","035","Salt Lake County"
"2796","UT","49","Utah","037","San Juan County"
"2797","UT","49","Utah","039","Sanpete County"
"2798","UT","49","Utah","041","Sevier County"
"2799","UT","49","Utah","043","Summit County"
"2800","UT","49","Utah","045","Tooele County"
"2801","UT","49","Utah","047","Uintah County"
"2802","UT","49","Utah","049","Utah County"
"2803","UT","49","Utah","051","Wasatch County"
"2804","UT","49","Utah","053","Washington County"
"2805","UT","49","Utah","055","Wayne County"
"2806","UT","49","Utah","057","Weber County"
"2807","VT","50","Vermont","001","Addison County"
"2808","VT","50","Vermont","003","Bennington County"
"2809","VT","50","Vermont","005","Caledonia County"
"2810","VT","50","Vermont","007","Chittenden County"
"2811","VT","50","Vermont","009","Essex County"
"2812","VT","50","Vermont","011","Franklin County"
"2813","VT","50","Vermont","013","Grand Isle County"
"2814","VT","50","Vermont","015","Lamoille County"
"2815","VT","50","Vermont","017","Orange County"
"2816","VT","50","Vermont","019","Orleans County"
"2817","VT","50","Vermont","021","Rutland County"
"2818","VT","50","Vermont","023","Washington County"
"2819","VT","50","Vermont","025","Windham County"
"2820","VT","50","Vermont","027","Windsor County"
"2821","VA","51","Virginia","001","Accomack County"
"2822","VA","51","Virginia","003","Albemarle County"
"2823","VA","51","Virginia","005","Alleghany County"
"2824","VA","51","Virginia","007","Amelia County"
"2825","VA","51","Virginia","009","Amherst County"
"2826","VA","51","Virginia","011","Appomattox County"
"2827","VA","51","Virginia","013","Arlington County"
"2828","VA","51","Virginia","015","Augusta County"
"2829","VA","51","Virginia","017","Bath County"
"2830","VA","51","Virginia","019","Bedford County"
"2831","VA","51","Virginia","021","Bland County"
"2832","VA","51","Virginia","023","Botetourt County"
"2833","VA","51","Virginia","025","Brunswick County"
"2834","VA","51","Virginia","027","Buchanan County"
"2835","VA","51","Virginia","029","Buckingham County"
"2836","VA","51","Virginia","031","Campbell County"
"2837","VA","51","Virginia","033","Caroline County"
"2838","VA","51","Virginia","035","Carroll County"
"2839","VA","51","Virginia","036","Charles City County"
"2840","VA","51","Virginia","037","Charlotte County"
"2841","VA","51","Virginia","041","Chesterfield County"
"2842","VA","51","Virginia","043","Clarke County"
"2843","VA","51","Virginia","045","Craig County"
"2844","VA","51","Virginia","047","Culpeper County"
"2845","VA","51","Virginia","049","Cumberland County"
"2846","VA","51","Virginia","051","Dickenson County"
"2847","VA","51","Virginia","053","Dinwiddie County"
"2848","VA","51","Virginia","057","Essex County"
"2849","VA","51","Virginia","059","Fairfax County"
"2850","VA","51","Virginia","061","Fauquier County"
"2851","VA","51","Virginia","063","Floyd County"
"2852","VA","51","Virginia","065","Fluvanna County"
"2853","VA","51","Virginia","067","Franklin County"
"2854","VA","51","Virginia","069","Frederick County"
"2855","VA","51","Virginia","071","Giles County"
"2856","VA","51","Virginia","073","Gloucester County"
"2857","VA","51","Virginia","075","Goochland County"
"2858","VA","51","Virginia","077","Grayson County"
"2859","VA","51","Virginia","079","Greene County"
"2860","VA","51","Virginia","081","Greensville County"
"2861","VA","51","Virginia","083","Halifax County"
"2862","VA","51","Virginia","085","Hanover County"
"2863","VA","51","Virginia","087","Henrico County"
"2864","VA","51","Virginia","089","Henry County"
"2865","VA","51","Virginia","091","Highland County"
"2866","VA","51","Virginia","093","Isle of Wight County"
"2867","VA","51","Virginia","095","James City County"
"2868","VA","51","Virginia","097","King and Queen County"
"2869","VA","51","Virginia","099","King George County"
"2870","VA","51","Virginia","101","King William County"
"2871","VA","51","Virginia","103","Lancaster County"
"2872","VA","51","Virginia","105","Lee County"
"2873","VA","51","Virginia","107","Loudoun County"
"2874","VA","51","Virginia","109","Louisa County"
"2875","VA","51","Virginia","111","Lunenburg County"
"2876","VA","51","Virginia","113","Madison County"
"2877","VA","51","Virginia","115","Mathews County"
"2878","VA","51","Virginia","117","Mecklenburg County"
"2879","VA","51","Virginia","119","Middlesex County"
"2880","VA","51","Virginia","121","Montgomery County"
"2881","VA","51","Virginia","125","Nelson County"
"2882","VA","51","Virginia","127","New Kent County"
"2883","VA","51","Virginia","131","Northampton County"
"2884","VA","51","Virginia","133","Northumberland County"
"2885","VA","51","Virginia","135","Nottoway County"
"2886","VA","51","Virginia","137","Orange County"
"2887","VA","51","Virginia","139","Page County"
"2888","VA","51","Virginia","141","Patrick County"
"2889","VA","51","Virginia","143","Pittsylvania County"
"2890","VA","51","Virginia","145","Powhatan County"
"2891","VA","51","Virginia","147","Prince Edward County"
"2892","VA","51","Virginia","149","Prince George County"
"2893","VA","51","Virginia","153","Prince William County"
"2894","VA","51","Virginia","155","Pulaski County"
"2895","VA","51","Virginia","157","Rappahannock County"
"2896","VA","51","Virginia","159","Richmond County"
"2897","VA","51","Virginia","161","Roanoke County"
"2898","VA","51","Virginia","163","Rockbridge County"
"2899","VA","51","Virginia","165","Rockingham County"
"2900","VA","51","Virginia","167","Russell County"
"2901","VA","51","Virginia","169","Scott County"
"2902","VA","51","Virginia","171","Shenandoah County"
"2903","VA","51","Virginia","173","Smyth County"
"2904","VA","51","Virginia","175","Southampton County"
"2905","VA","51","Virginia","177","Spotsylvania County"
"2906","VA","51","Virginia","179","Stafford County"
"2907","VA","51","Virginia","181","Surry County"
"2908","VA","51","Virginia","183","Sussex County"
"2909","VA","51","Virginia","185","Tazewell County"
"2910","VA","51","Virginia","187","Warren County"
"2911","VA","51","Virginia","191","Washington County"
"2912","VA","51","Virginia","193","Westmoreland County"
"2913","VA","51","Virginia","195","Wise County"
"2914","VA","51","Virginia","197","Wythe County"
"2915","VA","51","Virginia","199","York County"
"2916","VA","51","Virginia","510","Alexandria city"
"2917","VA","51","Virginia","515","Bedford city"
"2918","VA","51","Virginia","520","Bristol city"
"2919","VA","51","Virginia","530","Buena Vista city"
"2920","VA","51","Virginia","540","Charlottesville city"
"2921","VA","51","Virginia","550","Chesapeake city"
"3243","VA","51","Virginia","560","Clifton Forge city"
"2922","VA","51","Virginia","570","Colonial Heights city"
"2923","VA","51","Virginia","580","Covington city"
"2924","VA","51","Virginia","590","Danville city"
"2925","VA","51","Virginia","595","Emporia city"
"2926","VA","51","Virginia","600","Fairfax city"
"2927","VA","51","Virginia","610","Falls Church city"
"2928","VA","51","Virginia","620","Franklin city"
"2929","VA","51","Virginia","630","Fredericksburg city"
"2930","VA","51","Virginia","640","Galax city"
"2931","VA","51","Virginia","650","Hampton city"
"2932","VA","51","Virginia","660","Harrisonburg city"
"2933","VA","51","Virginia","670","Hopewell city"
"2934","VA","51","Virginia","678","Lexington city"
"2935","VA","51","Virginia","680","Lynchburg city"
"2936","VA","51","Virginia","683","Manassas city"
"2937","VA","51","Virginia","685","Manassas Park city"
"2938","VA","51","Virginia","690","Martinsville city"
"2939","VA","51","Virginia","700","Newport News city"
"2940","VA","51","Virginia","710","Norfolk city"
"2941","VA","51","Virginia","720","Norton city"
"2942","VA","51","Virginia","730","Petersburg city"
"2943","VA","51","Virginia","735","Poquoson city"
"2944","VA","51","Virginia","740","Portsmouth city"
"2945","VA","51","Virginia","750","Radford city"
"2946","VA","51","Virginia","760","Richmond city"
"2947","VA","51","Virginia","770","Roanoke city"
"2948","VA","51","Virginia","775","Salem city"
"3247","VA","51","Virginia","780","South Boston city"
"2949","VA","51","Virginia","790","Staunton city"
"2950","VA","51","Virginia","800","Suffolk city"
"2951","VA","51","Virginia","810","Virginia Beach city"
"2952","VA","51","Virginia","820","Waynesboro city"
"2953","VA","51","Virginia","830","Williamsburg city"
"2954","VA","51","Virginia","840","Winchester city"
"2955","WA","53","Washington","001","Adams County"
"2956","WA","53","Washington","003","Asotin County"
"2957","WA","53","Washington","005","Benton County"
"2958","WA","53","Washington","007","Chelan County"
"2959","WA","53","Washington","009","Clallam County"
"2960","WA","53","Washington","011","Clark County"
"2961","WA","53","Washington","013","Columbia County"
"2962","WA","53","Washington","015","Cowlitz County"
"2963","WA","53","Washington","017","Douglas County"
"2964","WA","53","Washington","019","Ferry County"
"2965","WA","53","Washington","021","Franklin County"
"2966","WA","53","Washington","023","Garfield County"
"2967","WA","53","Washington","025","Grant County"
"2968","WA","53","Washington","027","Grays Harbor County"
"2969","WA","53","Washington","029","Island County"
"2970","WA","53","Washington","031","Jefferson County"
"2971","WA","53","Washington","033","King County"
"2972","WA","53","Washington","035","Kitsap County"
"2973","WA","53","Washington","037","Kittitas County"
"2974","WA","53","Washington","039","Klickitat County"
"2975","WA","53","Washington","041","Lewis County"
"2976","WA","53","Washington","043","Lincoln County"
"2977","WA","53","Washington","045","Mason County"
"2978","WA","53","Washington","047","Okanogan County"
"2979","WA","53","Washington","049","Pacific County"
"2980","WA","53","Washington","051","Pend Oreille County"
"2981","WA","53","Washington","053","Pierce County"
"2982","WA","53","Washington","055","San Juan County"
"2983","WA","53","Washington","057","Skagit County"
"2984","WA","53","Washington","059","Skamania County"
"2985","WA","53","Washington","061","Snohomish County"
"2986","WA","53","Washington","063","Spokane County"
"2987","WA","53","Washington","065","Stevens County"
"2988","WA","53","Washington","067","Thurston County"
"2989","WA","53","Washington","069","Wahkiakum County"
"2990","WA","53","Washington","071","Walla Walla County"
"2991","WA","53","Washington","073","Whatcom County"
"2992","WA","53","Washington","075","Whitman County"
"2993","WA","53","Washington","077","Yakima County"
"2994","WV","54","West Virginia","001","Barbour County"
"2995","WV","54","West Virginia","003","Berkeley County"
"2996","WV","54","West Virginia","005","Boone County"
"2997","WV","54","West Virginia","007","Braxton County"
"2998","WV","54","West Virginia","009","Brooke County"
"2999","WV","54","West Virginia","011","Cabell County"
"3000","WV","54","West Virginia","013","Calhoun County"
"3001","WV","54","West Virginia","015","Clay County"
"3002","WV","54","West Virginia","017","Doddridge County"
"3003","WV","54","West Virginia","019","Fayette County"
"3004","WV","54","West Virginia","021","Gilmer County"
"3005","WV","54","West Virginia","023","Grant County"
"3006","WV","54","West Virginia","025","Greenbrier County"
"3007","WV","54","West Virginia","027","Hampshire County"
"3008","WV","54","West Virginia","029","Hancock County"
"3009","WV","54","West Virginia","031","Hardy County"
"3010","WV","54","West Virginia","033","Harrison County"
"3011","WV","54","West Virginia","035","Jackson County"
"3012","WV","54","West Virginia","037","Jefferson County"
"3013","WV","54","West Virginia","039","Kanawha County"
"3014","WV","54","West Virginia","041","Lewis County"
"3015","WV","54","West Virginia","043","Lincoln County"
"3016","WV","54","West Virginia","045","Logan County"
"3017","WV","54","West Virginia","047","McDowell County"
"3018","WV","54","West Virginia","049","Marion County"
"3019","WV","54","West Virginia","051","Marshall County"
"3020","WV","54","West Virginia","053","Mason County"
"3021","WV","54","West Virginia","055","Mercer County"
"3022","WV","54","West Virginia","057","Mineral County"
"3023","WV","54","West Virginia","059","Mingo County"
"3024","WV","54","West Virginia","061","Monongalia County"
"3025","WV","54","West Virginia","063","Monroe County"
"3026","WV","54","West Virginia","065","Morgan County"
"3027","WV","54","West Virginia","067","Nicholas County"
"3028","WV","54","West Virginia","069","Ohio County"
"3029","WV","54","West Virginia","071","Pendleton County"
"3030","WV","54","West Virginia","073","Pleasants County"
"3031","WV","54","West Virginia","075","Pocahontas County"
"3032","WV","54","West Virginia","077","Preston County"
"3033","WV","54","West Virginia","079","Putnam County"
"3034","WV","54","West Virginia","081","Raleigh County"
"3035","WV","54","West Virginia","083","Randolph County"
"3036","WV","54","West Virginia","085","Ritchie County"
"3037","WV","54","West Virginia","087","Roane County"
"3038","WV","54","West Virginia","089","Summers County"
"3039","WV","54","West Virginia","091","Taylor County"
"3040","WV","54","West Virginia","093","Tucker County"
"3041","WV","54","West Virginia","095","Tyler County"
"3042","WV","54","West Virginia","097","Upshur County"
"3043","WV","54","West Virginia","099","Wayne County"
"3044","WV","54","West Virginia","101","Webster County"
"3045","WV","54","West Virginia","103","Wetzel County"
"3046","WV","54","West Virginia","105","Wirt County"
"3047","WV","54","West Virginia","107","Wood County"
"3048","WV","54","West Virginia","109","Wyoming County"
"3049","WI","55","Wisconsin","001","Adams County"
"3050","WI","55","Wisconsin","003","Ashland County"
"3051","WI","55","Wisconsin","005","Barron County"
"3052","WI","55","Wisconsin","007","Bayfield County"
"3053","WI","55","Wisconsin","009","Brown County"
"3054","WI","55","Wisconsin","011","Buffalo County"
"3055","WI","55","Wisconsin","013","Burnett County"
"3056","WI","55","Wisconsin","015","Calumet County"
"3057","WI","55","Wisconsin","017","Chippewa County"
"3058","WI","55","Wisconsin","019","Clark County"
"3059","WI","55","Wisconsin","021","Columbia County"
"3060","WI","55","Wisconsin","023","Crawford County"
"3061","WI","55","Wisconsin","025","Dane County"
"3062","WI","55","Wisconsin","027","Dodge County"
"3063","WI","55","Wisconsin","029","Door County"
"3064","WI","55","Wisconsin","031","Douglas County"
"3065","WI","55","Wisconsin","033","Dunn County"
"3066","WI","55","Wisconsin","035","Eau Claire County"
"3067","WI","55","Wisconsin","037","Florence County"
"3068","WI","55","Wisconsin","039","Fond du Lac County"
"3069","WI","55","Wisconsin","041","Forest County"
"3070","WI","55","Wisconsin","043","Grant County"
"3071","WI","55","Wisconsin","045","Green County"
"3072","WI","55","Wisconsin","047","Green Lake County"
"3073","WI","55","Wisconsin","049","Iowa County"
"3074","WI","55","Wisconsin","051","Iron County"
"3075","WI","55","Wisconsin","053","Jackson County"
"3076","WI","55","Wisconsin","055","Jefferson County"
"3077","WI","55","Wisconsin","057","Juneau County"
"3078","WI","55","Wisconsin","059","Kenosha County"
"3079","WI","55","Wisconsin","061","Kewaunee County"
"3080","WI","55","Wisconsin","063","La Crosse County"
"3081","WI","55","Wisconsin","065","Lafayette County"
"3082","WI","55","Wisconsin","067","Langlade County"
"3083","WI","55","Wisconsin","069","Lincoln County"
"3084","WI","55","Wisconsin","071","Manitowoc County"
"3085","WI","55","Wisconsin","073","Marathon County"
"3086","WI","55","Wisconsin","075","Marinette County"
"3087","WI","55","Wisconsin","077","Marquette County"
"3088","WI","55","Wisconsin","078","Menominee County"
"3089","WI","55","Wisconsin","079","Milwaukee County"
"3090","WI","55","Wisconsin","081","Monroe County"
"3091","WI","55","Wisconsin","083","Oconto County"
"3092","WI","55","Wisconsin","085","Oneida County"
"3093","WI","55","Wisconsin","087","Outagamie County"
"3094","WI","55","Wisconsin","089","Ozaukee County"
"3095","WI","55","Wisconsin","091","Pepin County"
"3096","WI","55","Wisconsin","093","Pierce County"
"3097","WI","55","Wisconsin","095","Polk County"
"3098","WI","55","Wisconsin","097","Portage County"
"3099","WI","55","Wisconsin","099","Price County"
"3100","WI","55","Wisconsin","101","Racine County"
"3101","WI","55","Wisconsin","103","Richland County"
"3102","WI","55","Wisconsin","105","Rock County"
"3103","WI","55","Wisconsin","107","Rusk County"
"3104","WI","55","Wisconsin","109","St. Croix County"
"3105","WI","55","Wisconsin","111","Sauk County"
"3106","WI","55","Wisconsin","113","Sawyer County"
"3107","WI","55","Wisconsin","115","Shawano County"
"3108","WI","55","Wisconsin","117","Sheboygan County"
"3109","WI","55","Wisconsin","119","Taylor County"
"3110","WI","55","Wisconsin","121","Trempealeau County"
"3111","WI","55","Wisconsin","123","Vernon County"
"3112","WI","55","Wisconsin","125","Vilas County"
"3113","WI","55","Wisconsin","127","Walworth County"
"3114","WI","55","Wisconsin","129","Washburn County"
"3115","WI","55","Wisconsin","131","Washington County"
"3116","WI","55","Wisconsin","133","Waukesha County"
"3117","WI","55","Wisconsin","135","Waupaca County"
"3118","WI","55","Wisconsin","137","Waushara County"
"3119","WI","55","Wisconsin","139","Winnebago County"
"3120","WI","55","Wisconsin","141","Wood County"
"3121","WY","56","Wyoming","001","Albany County"
"3122","WY","56","Wyoming","003","Big Horn County"
"3123","WY","56","Wyoming","005","Campbell County"
"3124","WY","56","Wyoming","007","Carbon County"
"3125","WY","56","Wyoming","009","Converse County"
"3126","WY","56","Wyoming","011","Crook County"
"3127","WY","56","Wyoming","013","Fremont County"
"3128","WY","56","Wyoming","015","Goshen County"
"3129","WY","56","Wyoming","017","Hot Springs County"
"3130","WY","56","Wyoming","019","Johnson County"
"3131","WY","56","Wyoming","021","Laramie County"
"3132","WY","56","Wyoming","023","Lincoln County"
"3133","WY","56","Wyoming","025","Natrona County"
"3134","WY","56","Wyoming","027","Niobrara County"
"3135","WY","56","Wyoming","029","Park County"
"3136","WY","56","Wyoming","031","Platte County"
"3137","WY","56","Wyoming","033","Sheridan County"
"3138","WY","56","Wyoming","035","Sublette County"
"3139","WY","56","Wyoming","037","Sweetwater County"
"3140","WY","56","Wyoming","039","Teton County"
"3141","WY","56","Wyoming","041","Uinta County"
"3142","WY","56","Wyoming","043","Washakie County"
"3143","WY","56","Wyoming","045","Weston County"
"3144","AS","60","American Samoa","010","Eastern District"
"3145","AS","60","American Samoa","020","Manu'a District"
"3146","AS","60","American Samoa","030","Rose Island"
"3147","AS","60","American Samoa","040","Swains Island"
"3148","AS","60","American Samoa","050","Western District"
"3149","GU","66","Guam","010","Guam"
"3150","MP","69","Northern Mariana Islands","085","Northern Islands Municipality"
"3151","MP","69","Northern Mariana Islands","100","Rota Municipality"
"3152","MP","69","Northern Mariana Islands","110","Saipan Municipality"
"3153","MP","69","Northern Mariana Islands","120","Tinian Municipality"
"3154","PR","72","Puerto Rico","001","Adjuntas Municipio"
"3155","PR","72","Puerto Rico","003","Aguada Municipio"
"3156","PR","72","Puerto Rico","005","Aguadilla Municipio"
"3157","PR","72","Puerto Rico","007","Aguas Buenas Municipio"
"3158","PR","72","Puerto Rico","009","Aibonito Municipio"
"3159","PR","72","Puerto Rico","011","Anasco Municipio"
"3160","PR","72","Puerto Rico","013","Arecibo Municipio"
"3161","PR","72","Puerto Rico","015","Arroyo Municipio"
"3162","PR","72","Puerto Rico","017","Barceloneta Municipio"
"3163","PR","72","Puerto Rico","019","Barranquitas Municipio"
"3164","PR","72","Puerto Rico","021","Bayamon Municipio"
"3165","PR","72","Puerto Rico","023","Cabo Rojo Municipio"
"3166","PR","72","Puerto Rico","025","Caguas Municipio"
"3167","PR","72","Puerto Rico","027","Camuy Municipio"
"3168","PR","72","Puerto Rico","029","Canovanas Municipio"
"3169","PR","72","Puerto Rico","031","Carolina Municipio"
"3170","PR","72","Puerto Rico","033","Catano Municipio"
"3171","PR","72","Puerto Rico","035","Cayey Municipio"
"3172","PR","72","Puerto Rico","037","Ceiba Municipio"
"3173","PR","72","Puerto Rico","039","Ciales Municipio"
"3174","PR","72","Puerto Rico","041","Cidra Municipio"
"3175","PR","72","Puerto Rico","043","Coamo Municipio"
"3176","PR","72","Puerto Rico","045","Comerio Municipio"
"3177","PR","72","Puerto Rico","047","Corozal Municipio"
"3178","PR","72","Puerto Rico","049","Culebra Municipio"
"3179","PR","72","Puerto Rico","051","Dorado Municipio"
"3180","PR","72","Puerto Rico","053","Fajardo Municipio"
"3181","PR","72","Puerto Rico","054","Florida Municipio"
"3182","PR","72","Puerto Rico","055","Guanica Municipio"
"3183","PR","72","Puerto Rico","057","Guayama Municipio"
"3184","PR","72","Puerto Rico","059","Guayanilla Municipio"
"3185","PR","72","Puerto Rico","061","Guaynabo Municipio"
"3186","PR","72","Puerto Rico","063","Gurabo Municipio"
"3187","PR","72","Puerto Rico","065","Hatillo Municipio"
"3188","PR","72","Puerto Rico","067","Hormigueros Municipio"
"3189","PR","72","Puerto Rico","069","Humacao Municipio"
"3190","PR","72","Puerto Rico","071","Isabela Municipio"
"3191","PR","72","Puerto Rico","073","Jayuya Municipio"
"3192","PR","72","Puerto Rico","075","Juana Diaz Municipio"
"3193","PR","72","Puerto Rico","077","Juncos Municipio"
"3194","PR","72","Puerto Rico","079","Lajas Municipio"
"3195","PR","72","Puerto Rico","081","Lares Municipio"
"3196","PR","72","Puerto Rico","083","Las Marias Municipio"
"3197","PR","72","Puerto Rico","085","Las Piedras Municipio"
"3198","PR","72","Puerto Rico","087","Loiza Municipio"
"3199","PR","72","Puerto Rico","089","Luquillo Municipio"
"3200","PR","72","Puerto Rico","091","Manati Municipio"
"3201","PR","72","Puerto Rico","093","Maricao Municipio"
"3202","PR","72","Puerto Rico","095","Maunabo Municipio"
"3203","PR","72","Puerto Rico","097","Mayaguez Municipio"
"3204","PR","72","Puerto Rico","099","Moca Municipio"
"3205","PR","72","Puerto Rico","101","Morovis Municipio"
"3206","PR","72","Puerto Rico","103","Naguabo Municipio"
"3207","PR","72","Puerto Rico","105","Naranjito Municipio"
"3208","PR","72","Puerto Rico","107","Orocovis Municipio"
"3209","PR","72","Puerto Rico","109","Patillas Municipio"
"3210","PR","72","Puerto Rico","111","Penuelas Municipio"
"3211","PR","72","Puerto Rico","113","Ponce Municipio"
"3212","PR","72","Puerto Rico","115","Quebradillas Municipio"
"3213","PR","72","Puerto Rico","117","Rincon Municipio"
"3214","PR","72","Puerto Rico","119","Rio Grande Municipio"
"3215","PR","72","Puerto Rico","121","Sabana Grande Municipio"
"3216","PR","72","Puerto Rico","123","Salinas Municipio"
"3217","PR","72","Puerto Rico","125","San German Municipio"
"3218","PR","72","Puerto Rico","127","San Juan Municipio"
"3219","PR","72","Puerto Rico","129","San Lorenzo Municipio"
"3220","PR","72","Puerto Rico","131","San Sebastian Municipio"
"3221","PR","72","Puerto Rico","133","Santa Isabel Municipio"
"3222","PR","72","Puerto Rico","135","Toa Alta Municipio"
"3223","PR","72","Puerto Rico","137","Toa Baja Municipio"
"3224","PR","72","Puerto Rico","139","Trujillo Alto Municipio"
"3225","PR","72","Puerto Rico","141","Utuado Municipio"
"3226","PR","72","Puerto Rico","143","Vega Alta Municipio"
"3227","PR","72","Puerto Rico","145","Vega Baja Municipio"
"3228","PR","72","Puerto Rico","147","Vieques Municipio"
"3229","PR","72","Puerto Rico","149","Villalba Municipio"
"3230","PR","72","Puerto Rico","151","Yabucoa Municipio"
"3231","PR","72","Puerto Rico","153","Yauco Municipio"
"3232","UM","74","U.S. Minor Outlying Islands","300","Midway Islands"
"3233","VI","78","U.S. Virgin Islands","010","St. Croix Island"
"3234","VI","78","U.S. Virgin Islands","020","St. John Island"
"3235","VI","78","U.S. Virgin Islands","030","St. Thomas Island"
